datetime,username,content
2022-07-17 10:45:31+00:00,jokowi,"Gelar juara Singapore Open 2022 di sektor ganda putra sudah dipastikan milik Indonesia ketika empat pasangan Indonesia menguasai partai semifinal. 

Dari empat pasangan itu, Leo Rolly Carnando/Daniel Marthin berhasil keluar sebagai juara. 

Selamat kepada Leo dan Daniel. https://t.co/M19j0NCHY3"
2022-07-17 09:37:26+00:00,jokowi,"Pasangan bulutangkis ganda putri Apriyani Rahayu/Siti Fadia Silva Ramadhanti merebut gelar juara dari ajang Singapore Open 2022. Mereka menekuk pasangan Tiongkok, Zhang Shu Xian/Zheng Yu, yang juga mereka kalahkan di final Malaysia Open 2022 lalu.

Selamat kepada Apriyani/Fadia. https://t.co/dRjZluszrY"
2022-07-14 15:44:36+00:00,jokowi,"Transformasi Sarinah bukan hanya bangunan fisiknya, tetapi juga semangat, strategi, komitmen, dan cara kerjanya. 

Sarinah juga diharapkan memberi multiplier effect bagi perajin seni budaya, terutama pengusaha produk-produk dalam negeri berkualitas. https://t.co/l1533RjoT6"
2022-07-14 15:44:35+00:00,jokowi,"Sarinah telah bertransformasi dan saya resmikan hari ini, meski selama empat bulan sudah dibuka dan telah dikunjungi 5 juta orang.

Di Sarinah yang baru ini tersedia beragam produk yang telah dikurasi dengan teliti, dan dipajang dengan penataan yang sangat detail. https://t.co/EpXASvtvQs"
2022-07-14 15:44:33+00:00,jokowi,"Sarinah memiliki sejarah dan makna yang luar biasa. Digagas oleh Presiden pertama Republik Indonesia, Soekarno, Sarinah dibangun dengan misi besar yang sangat mulia untuk perdagangan barang-barang lokal produk-produk dalam negeri Indonesia. https://t.co/xj2ZLgiMoP"
2022-07-14 15:44:31+00:00,jokowi,"Saya memiliki memori yang dalam tentang Pusat Perbelanjaan Sarinah di Jakarta. Tahun '70-an, saya diajak kakek saya ke sini. Saya ingat, ada eskalatornya. 

Saya senang naik turun eskalatornya. Bukan saya saja, masyarakat dari daerah yang datang ke Jakarta pasti akan ke Sarinah. https://t.co/1o9f405UtB"
2022-07-14 08:02:53+00:00,jokowi,"Hari ini, saya melantik dan mengambil sumpah 754 calon perwira remaja TNI dan Kepolisian di halaman Istana Merdeka. Mereka adalah lulusan Akademi Militer, Akademi Angkatan Laut, Akademi Angkatan Udara, dan Akademi Kepolisian. 

Selamat menjadi perwira remaja TNI dan Polri. https://t.co/kOlp7GuVSO"
2022-07-13 09:17:55+00:00,jokowi,"Jika sudah punya Nomor Induk Berusaha, UMKM mendapatkan banyak kemudahan. Selanjutnya, para pelaku UMKM menjual produknya memanfaatkan platform daring untuk mendongkrak omzet jualannya. 

Digitalisasi UMKM ini penting agar ruang untuk memasarkan produk mereka semakin lebar. https://t.co/j1hV1na48b"
2022-07-13 09:15:50+00:00,jokowi,"Dengan memiliki NIB, UMKM mendapatkan banyak kemudahan, seperti untuk mendapatkan bantuan usaha mikro dari pemerintah dan memanfaatkan program Kredit Usaha Rakyat (KUR). https://t.co/o87b2Yteyy"
2022-07-13 09:15:49+00:00,jokowi,"Saya menginstruksikan pemerintah daerah untuk mendorong pengusaha UMKM mendapatkan Nomor Induk Berusaha (NIB) dan mempercepat prosesnya. 

Saat ini, penerbitan izin usaha UMKM sudah di angka 7.000-8.000 per hari, tapi saya tetap meminta supaya bisa 100.000 izin per hari. https://t.co/xawC7iK3vG"
2022-07-13 09:15:47+00:00,jokowi,"Sebanyak 65,4 juta usaha mikro, kecil, dan menengah (UMKM) di Indonesia memberi kontribusi 61% terhadap ekonomi nasional dengan penyerapan tenaga kerja 97%. Besar sekali.

Melihat angka-angka tersebut, keliru besar jika pemerintah sampai tidak mengurusi UMKM dengan baik. https://t.co/9Ym35A5TOG"
2022-07-12 07:51:57+00:00,jokowi,"Saat dunia mengalami kekurangan pangan di mana-mana, kita harus memastikan kondisi ketersediaan pangan Indonesia aman.

Di Balai Besar Penelitian Tanaman Padi di Subang ini, benih-benih varietas unggul disiapkan, sebagai bagian dari upaya kita menaikkan produksi beras nasional. https://t.co/2Cg9PclE63"
2022-07-12 04:18:12+00:00,jokowi,"Situasi dunia sedang terdisrupsi di bidang pangan dan energi. Karena itulah, saya menekankan agar para menteri, utamanya yang mengurusi bidang energi dan pangan, bisa fokus menangani dua hal tersebut. Jangan sampai kita terpeleset di dua bidang itu. https://t.co/fD9wUTOT6t"
2022-07-12 04:14:54+00:00,jokowi,"Hari ini saya ke Subang, Jawa Barat dan mengunjungi Pasar Sukamandi, untuk bertemu para pedagang sekaligus membagikan bantuan langsung kepada para penerima manfaat. 

Semoga bantuan ini dapat memperkuat daya beli masyarakat dan meningkatkan pertumbuhan ekonomi daerah setempat. https://t.co/uwMMCOIOzR"
2022-07-11 09:13:28+00:00,jokowi,"Air adalah kunci bagi ketahanan, kemandirian, dan kedaulatan pangan. Karena itulah, kita membangun bendungan di seluruh Tanah Air.

Saya telah meresmikan 29 bendungan sejak 2015. Insyaallah, akhir tahun 2024, 57 bendungan baru telah selesai dibangun di berbagai pelosok Indonesia. https://t.co/zFlQ4Tsy6j"
2022-07-10 03:47:18+00:00,jokowi,Saudara-saudara kita yang saat ini sedang menunaikan ibadah haji semoga diberikan kesehatan dan keselamatan sampai kembali ke Tanah Air dan menjadi haji yang mabrur. https://t.co/CStnrPlThq
2022-07-10 03:47:16+00:00,jokowi,"Salat Iduladha 1443 H hari ini di Masjid Istiqlal. Hari raya Iduladha bukan hanya berkurban dengan menyembelih hewan kurban, tetapi adalah sebuah ketauhidan, dan aktivitas untuk menebarkan kebaikan serta kebahagiaan kepada sesama umat. https://t.co/gkBWimiGVa"
2022-07-10 02:18:20+00:00,jokowi,"Pengorbanan, keikhlasan, dan rasa syukur ke hadirat Allah Yang Maha Kuasa, akan membuat hidup manusia punya makna dan menjadi jembatan untuk berbahagia. https://t.co/uvAldNfJoc"
2022-07-08 12:18:12+00:00,jokowi,"Allow me to extend our deepest condolences on the tragic demise of former PM Abe Shinzo of Japan. 

We will always remember his contributions in strengthening RI-Japan cooperation. May the family of PM Abe and the Japanese people be given strength in this difficult time https://t.co/JUS0Ehrw5V"
2022-07-07 13:04:14+00:00,jokowi,"Mengunjungi salah satu kawasan di Kec. Medan Belawan, Medan yang sedang ditata. Rumah, air bersih, sanitasi, jalan kampungnya, semuanya akan ditata agar lebih sehat.

Penataan kawasan permukiman Belawan merupakan bentuk kerja sama BKKBN, Kementerian PUPR, dan pemerintah daerah. https://t.co/tSZmGL07rt"
2022-07-07 08:59:57+00:00,jokowi,"Kemandirian pangan itu penting. Mari memanfaatkan lahan-lahan sekecil apapun untuk menanam, memproduksi kebutuhan pangan sehari-hari. Manfaatkan untuk asupan gizi anak kita sekaligus mendukung upaya penurunan angka stunting demi mempersiapkan sumber daya manusia yang berkualitas. https://t.co/IYePkMjGz3"
2022-07-07 08:59:56+00:00,jokowi,"Peringatan Hari Keluarga Nasional ke-29 digelar di Medan, siang ini. Saya hadir dan mengingatkan mengenai ancaman krisis pangan dan energi yang akan berpengaruh kepada semua negara di dunia karena ketidakpastian global saat ini. https://t.co/j2icbMzRgi"
2022-07-07 07:47:31+00:00,jokowi,"Berkunjung ke Pulau Nias di Sumatra Utara, saya mendapati wajah-wajah penduduk yang ramah dan bersemangat. Saya bertemu dan berbincang dengan mereka, keliling pasar rakyat, mengecek harga-harga, membagikan bantuan sosial, juga meninjau proyek infrastruktur di pulau itu. https://t.co/H8eGFTG2WR"
2022-07-07 05:55:33+00:00,jokowi,"Pasar Petisah di Kota Medan pagi ini lebih ramai dari biasanya. Pedagang dan warga berjubel. Rupanya mereka menanti kedatangan saya 😁.

Saya berkeliling, kembali membagikan bantuan sosial, seraya berbelanja. https://t.co/TB798WHo81"
2022-07-06 15:54:10+00:00,jokowi,"Mengunjungi Pasar Rakyat Mandrehe di Kabupaten Nias Barat, siang tadi. Pasar ini begitu hidup dan ramai. Saya sempat berkeliling pasar, menyerahkan bantuan dan berbincang-bincang dengan para pedagang. https://t.co/56Z0iuhrXZ"
2022-07-06 11:04:37+00:00,jokowi,"Jalan Nasional Lingkar Nias dan Jembatan Idano Sibolou. Dua infrastruktur yang saya tinjau ini, dibangun di Kabupaten Nias Barat, Sumatra Utara untuk membuka keterisolasian wilayah barat dan utara Nias, juga bagian dari upaya mengurangi kemiskinan ekstrem di daerah tertinggal. https://t.co/3My2IGcazc"
2022-07-06 08:17:01+00:00,jokowi,"Berkeliling Pasar Alasa, di Kabupaten Nias Utara, hari ini, saya berbincang-bincang dan memberikan bantuan langsung kepada para pedagang. Saya juga mengecek harga kebutuhan pokok sambil berbelanja dagangan pasar, seperti pisang, kacang, cabai, dan hasil tani lainnya. https://t.co/Dsgi5vZfMt"
2022-07-06 01:17:46+00:00,jokowi,"Selamat pagi. Saya berada di Medan, Sumatra Utara sejak kemarin sore, untuk kunjungan kerja. Dan pagi ini, saya menuju Kabupaten Nias Utara dan Kabupaten Nias Barat untuk membagikan bantuan sosial kepada para penerima serta meninjau proyek infrastruktur di dua kabupaten itu. https://t.co/N6xsSjSRtB"
2022-07-05 11:47:51+00:00,jokowi,"Berkunjung ke Pasar Peterongan di Semarang, siang tadi seraya memberikan sejumlah bantuan, berbincang dengan masyarakat penerima manfaat serta pedagang. Saya juga meninjau harga dan ketersediaan sejumlah bahan pangan pokok, seperti cabai merah, minyak goreng, hingga beras. https://t.co/VxLwAu413v"
2022-07-05 07:51:59+00:00,jokowi,"Selamat Hari Bhayangkara ke-76 Kepolisian RI. Terima kasih dan penghargaan yang tinggi atas kerja keras Polri dalam melayani rakyat, dalam membela bangsa dan negara. Saya dan seluruh rakyat Indonesia menaruh harapan besar kepada Polri. https://t.co/gZegKSXMOg"
2022-07-05 07:51:57+00:00,jokowi,"Saya juga terus mengikuti pemberitaan di media konvensional dan media sosial. Setiap kecerobohan di lapangan, sekecil apapun itu, bisa merusak kepercayaan masyarakat terhadap institusi Polri. Oleh karena itu, bekerjalah dengan hati-hati, bekerjalah dengan presisi. https://t.co/bR2vB0TQP2"
2022-07-05 07:51:56+00:00,jokowi,"Organisasi Kepolisian memiliki kewenangan besar, sampai ke tingkat desa, dan bersentuhan langsung dengan masyarakat. 

Pada Upacara Peringatan ke-76 Hari Bhayangkara di Semarang, pagi ini, saya mengingatkan bahwa jajaran kepolisian selalu dalam pengamatan dan penilaian rakyat. https://t.co/VeBDjoBDhN"
2022-07-05 05:51:00+00:00,jokowi,Menjelang upacara Peringatan ke-76 Hari Bhayangkara di kampus Akademi Kepolisian Republik Indonesia di kota Semarang. https://t.co/wVlZlzkpwk
2022-07-04 12:42:55+00:00,jokowi,"Saya dan Ibu Negara menuju Jawa Tengah malam ini, untuk menghadiri beberapa kegiatan, esok hari. Saya hendak menghadiri Upacara Peringatan ke-76 Hari Bhayangkara di Akademi Kepolisian RI dan berkunjung ke pasar tradisional di kota Semarang. https://t.co/y9fpt7Em9O"
2022-07-03 09:26:26+00:00,jokowi,"Pasangan baru bulutangkis ganda putri kita, Apriyani Rahayu/Siti Fadia Silva Ramadhanti sukses menjadi juara Malaysia Open 2022 setelah menaklukkan pasangan Tiongkok, Zhang Shu Xian/Zheng Yu.

Selamat kepada Apriyani/Fadia, pelatih, dan tim Indonesia di ajang Malaysia Open 2022. https://t.co/w6XIhklhj9"
2022-07-02 03:01:49+00:00,jokowi,"Almarhum Pak Tjahjo adalah pribadi yang tenang dan sederhana. Seorang tokoh teladan dan nasionalis sejati, yang penuh integritas dan setia mengabdikan dirinya untuk masyarakat, bangsa dan negara. https://t.co/zy6HBISkYM"
2022-07-02 03:01:47+00:00,jokowi,"Tiba di Tanah Air pagi ini seusai kunjungan kerja ke Jerman, Ukraina, Rusia, dan Persatuan Emirat Arab (PEA) selama sepekan, saya dan Ibu Negara langsung melayat ke rumah duka Bapak Tjahjo Kumolo yang kemarin berpulang ke Rahmatullah. https://t.co/uBuK19UYWt"
2022-07-02 02:59:26+00:00,jokowi,"Kemarin di Abu Dhabi, saya berkesempatan menunaikan ibadah salat Jumat di The Sheikh Zayed Grand Mosque yang begitu megah bersama Presiden Persatuan Emirat Arab Sheikh Mohamed bin Zayed bin Sultan Al Nahyan.

Foto: MOPA UAE https://t.co/DjIIcLMaea"
2022-07-01 23:40:44+00:00,jokowi,Pulang ke Tanah Air. https://t.co/lH6xZ83wSX
2022-07-01 12:57:37+00:00,jokowi,Apresiasi yang setinggi-tingginya kepada Presiden MBZ atas persahabatan antara Indonesia dan PEA yang terus meningkat di tengah situasi penuh tantangan sekarang ini.
2022-07-01 12:57:36+00:00,jokowi,"Bertemu Presiden Persatuan Emirat Arab Sheikh Mohamed bin Zayed bin Sultan Al Nahyan di Istana Al Shatie, Abu Dhabi.

Kami melakukan pertukaran dokumen MoU kerja sama di bidang perdagangan, perubahan iklim, kesehatan, maritim dan perikanan, pertahanan, pendidikan, dan pelabuhan. https://t.co/IwIUBb302T"
2022-07-01 11:02:04+00:00,jokowi,"Selain itu, saya menyampaikan soal Ibu Kota Nusantara yang sedang dibangun dan dipersiapkan sebagai kota masa depan. https://t.co/riYTZ47pnP"
2022-07-01 11:02:03+00:00,jokowi,"Indonesia dan PEA bisa menjadi mitra yang saling menguntungkan. Indonesia sebagai pusat dari supply chains dengan kekayaan sumber daya alamnya berupa energi, pangan, dll. Sementara PEA bisa menjadi jendela Indonesia untuk transaksional barang-barang kita ke luar negeri. https://t.co/9hBh2xzucV"
2022-07-01 11:02:01+00:00,jokowi,"Pertemuan dengan investor dan pengusaha di Abu Dhabi, siang tadi. Di antara yang hadir: Penasehat Keamanan Nasional PEA Sheikh Tahnoun Bin Zayed AL Nahyan, CEO Group G42 Ltd Peng Xiao, CEO Abu Dhabi Holding Mohamed Hassan Al Suwaidi, dan Executive Director Lulu Group Ashraf Ali. https://t.co/pQXVHbxWx2"
2022-07-01 10:04:23+00:00,jokowi,Selamat jalan Pak Tjahjo Kumolo. https://t.co/ybYAMX83eQ
2022-07-01 07:47:11+00:00,jokowi,"Innalillahi wa inna ilaihi rajiun. Turut berdukacita yang dalam atas berpulangnya Bapak Tjahjo Kumolo di Jakarta. Alm. adalah seorang tokoh pemuda dan politisi yang berpulang di puncak pengabdiannya sebagai Menteri PANRB.

Semoga segala amal ibadah alm. diterima oleh Allah SWT. https://t.co/t4c3NJPYqB"
2022-07-01 04:44:17+00:00,jokowi,"Saya telah mengunjungi Ukraina dan bertemu Presiden Zelenskyy. Saya juga telah menemui Presiden Putin di Moskow. Meskipun situasi saat ini masih sangat sulit, namun penyelesaian damai penting untuk terus dikedepankan dan juga ruang-ruang dialog terus dibuka. https://t.co/SfhqWC3BEB"
2022-07-01 03:41:12+00:00,jokowi,"Pemulihan ekonomi, penanganan kesehatan, hingga reformasi struktural, hanya dapat kita laksanakan dalam situasi yang aman dan kondusif. Untuk itulah Kepolisian Republik Indonesia hadir di tengah-tengah rakyat tanpa jeda waktu, demi Indonesia yang damai dan maju.

Dirgahayu Polri. https://t.co/TrlNTkx9Jh"
2022-07-01 01:36:52+00:00,jokowi,"Meninggalkan Moskow, Rusia malam ini, menuju Abu Dhabi, Persatuan Emirat Arab. Saya dijadwalkan bertemu dengan Presiden PEA Sheikh Mohamed bin Zayed bin Sultan Al Nahyan, esok hari. https://t.co/IMtKFKqhlc"
2022-07-01 01:09:44+00:00,jokowi,"Saya menghargai Presiden Putin yang menyampaikan jaminan keamanan bagi pasokan pangan dan pupuk dari Ukraina maupun Rusia. 

Indonesia tidak memiliki kepentingan apapun kecuali ingin melihat perang dapat segera selesai dan rantai pasok pangan, pupuk dan energi segera diperbaiki. https://t.co/GVv2DmeOFb"
2022-07-01 01:09:42+00:00,jokowi,"Konstitusi Indonesia mengamanatkan untuk berkontribusi bagi terciptanya perdamaian dunia. Dalam konteks inilah, saya berkunjung ke Kyiv dan Moskow.
 
Situasi saat ini masih sangat sulit, namun penyelesaian damai penting untuk terus dikedepankan dan ruang dialog terus dibuka. https://t.co/MtPkc6rezL"
2022-07-01 01:05:44+00:00,jokowi,"Saya telah bertemu dan berbicara dengan Presiden Rusia Vladimir Putin, Kamis sore di Istana Kremlin. 

Saya telah menyampaikan pesan dari Presiden Zelenskyy untuk Presiden Putin dan menyatakan kesiapan saya untuk menjadi jembatan komunikasi antara dua pemimpin tersebut. https://t.co/lxfQjVYRAH"
2022-06-30 11:33:48+00:00,jokowi,"Cuaca cerah menyambut kedatangan saya dan Ibu Negara di Moskow, pukul 11 siang waktu setempat. Turun dari pesawat Garuda Indonesia GIA-1 di Bandara Vnukovo II, kami disambut beberapa pejabat Federasi Rusia dan KBRI. https://t.co/Biuvte9fbg"
2022-06-30 08:42:13+00:00,jokowi,"Dari Bandara Internasional Rzeszow-Jasionka, Polandia, Kamis pagi waktu setempat, saya melanjutkan lawatan perdamaian ke Moskow, Rusia menggunakan pesawat Garuda Indonesia.

Jika tak ada halangan, siang hari ini juga, saya  hendak menemui Presiden Rusia Vladimir Putin di Kremlin. https://t.co/sbTITwcRbm"
2022-06-30 01:19:23+00:00,jokowi,"Kembali berkereta api menuju kota Przemysl, Polandia, untuk melanjutkan lawatan perdamaian ke Moskow, Rusia. https://t.co/2P11U2yHV0"
2022-06-30 01:06:16+00:00,jokowi,"Tahun ini adalah 30 tahun hubungan diplomatik Indonesia-Ukraina. 
Selain komitmen Indonesia untuk memperkuat kerja sama dengan Ukraina, saya juga menyampaikan undangan secara langsung kepada Presiden Zelenskyy untuk berpartisipasi dalam KTT G20 bulan November tahun ini di Bali. https://t.co/Whjh66YVCW"
2022-06-30 00:49:17+00:00,jokowi,"Ukraina begitu penting bagi rantai pasok pangan dunia. Penting bagi semua pihak untuk memberikan jaminan keamanan bagi kelancaran ekspor pangan Ukraina, termasuk melalui pelabuhan laut. https://t.co/bI5VWNuVh8"
2022-06-30 00:49:16+00:00,jokowi,"Kedatangan menemui Presiden Volodymyr Zelenskyy adalah wujud kepedulian masyarakat Indonesia terhadap situasi di Ukraina.

Spirit perdamaian jangan pernah luntur. Saya menawarkan diri untuk membawa pesan dari Presiden Zelenskyy untuk Presiden Putin yang akan saya kunjungi pula. https://t.co/TvyNeruQDZ"
2022-06-29 14:25:03+00:00,jokowi,"Jejak perang terlihat di bangunan Apartemen Lipky di kota Irpin yang saya kunjungi hari ini. Dinding-dinding dan atapnya terkoyak oleh peluru. Di sekitarnya, rumah-rumah dan infrastruktur juga rusak. Semoga perang ini bisa segera dihentikan. https://t.co/4PXiJ2Vgti"
2022-06-29 13:50:53+00:00,jokowi,"Di meja bundar kecil ini, saya dan Presiden Zelenskyy berbincang di Istana Maryinsky, Kyiv.

Perjalanan saya ke ibu kota Ukraina dan bertemu Presiden Zelenskyy semata-mata untuk membawa misi perdamaian. https://t.co/ZJ8sVdLja5"
2022-06-29 13:50:10+00:00,jokowi,"Tiba di Istana Maryinsky pukul tiga sore ini, saya disambut langsung oleh Presiden Ukraina Volodymyr Zelenskyy di pintu masuk istana. https://t.co/cC74AnSz62"
2022-06-29 12:40:23+00:00,jokowi,Pemerintah Indonesia juga memberikan bantuan melalui Palang Merah Ukraina dan komitmen bantuan rekonstruksi untuk rumah sakit yang rusak akibat perang. https://t.co/PG7S8Q6HIa
2022-06-29 12:40:22+00:00,jokowi,"Kami baru saja mendatangi sebuah rumah sakit di pusat kota Kyiv yang merawat para korban perang. Pada kesempatan itu, Ibu Negara secara simbolis menyerahkan bantuan kemanusiaan kepada Pusat Ilmiah dan Bedah Endokrin, Transplantasi Organ dan Jaringan Endokrin Ukraina. https://t.co/znKMIdd3cV"
2022-06-29 10:10:56+00:00,jokowi,"Di belakang saya ini adalah Apartemen Lipky  di kota Irpin, Ukraina yang hancur akibat perang. 

Bersama Wali Kota Irpin Alexander Grigorovich Markushin saya melihat langsung kerusakan rumah-rumah dan infrastruktur akibat perang. 

Semoga perang ini bisa segera dihentikan. https://t.co/IuRN4S6MZ1"
2022-06-29 10:05:05+00:00,jokowi,"Setelah menempuh perjalanan 11 jam dengan kereta api dari kota Przemysl, Polandia, saya tiba di Stasiun Central Kyiv pada pukul 08.50 waktu setempat. Di ibu kota Ukraina ini kami disambut beberapa pejabat Ukraina dan KBRI. https://t.co/zbA0bcbBBU"
2022-06-29 08:37:26+00:00,jokowi,"Hari ini, sebelum menemui Presiden Ukraina Volodymyr Zelenskyy di Istana Maryinsky, saya hendak mendatangi satu lokasi puing-puing kompleks apartemen di Kota Irpin, lalu berkunjung ke Pusat Ilmiah dan Bedah Endokrin, Transplantasi Organ dan Jaringan Endokrin Ukraina di Kota Kyiv. https://t.co/DkgLUJNifG"
2022-06-29 08:37:25+00:00,jokowi,"Perjalanan sebelas jam dengan kereta api dari kota Przemysl, Polandia ke ibu kota Ukraina, lancar tanpa halangan. Kami tiba di Peron 1 Stasiun Central Kyiv, sekitar pukul 08.50 waktu setempat, disambut beberapa pejabat Ukraina. https://t.co/NbTD2VJ7Aa"
2022-06-29 06:10:57+00:00,jokowi,"Dari stasiun kota Przemysl, Polandia, pukul sembilan malam tadi, saya memulai misi perdamaian ini dengan perjalanan kereta langsung ke Kyiv, ibukota Ukraina. https://t.co/ZVJHf5J4K8"
2022-06-29 00:29:24+00:00,jokowi,"Dari peron 4 Stasiun Przemysl Glowny di kota Przemysl, Polandia, pukul sembilan malam, saya dan rombongan terbatas berkereta menuju Kyiv, Ukraina.

Kami memulai misi perdamaian ini dengan niat baik. Semoga dimudahkan. https://t.co/fYsH79upfN"
2022-06-28 12:37:52+00:00,jokowi,"Hadir sebagai mitra sekaligus Presidensi G20 di KTT G7 yang beranggotakan Amerika Serikat, Inggris, Italia, Jepang, Jerman, Kanada, dan Perancis. Indonesia hadir bersama pemimpin negara mitra G7 lainnya dari Argentina, India, Senegal, dan Afrika Selatan. https://t.co/ILEKIYvqeg"
2022-06-28 12:28:41+00:00,jokowi,"Dari Bandara Munich, Jerman, Selasa pagi ini, saya menuju Rzeszow, kota di Polandia yang letaknya 80 km dari perbatasan Ukraina.

Jika tak ada aral melintang, malam nanti, saya akan menempuh perjalanan dengan kereta api selama kurang lebih 12 jam menuju Kiev, ibukota Ukraina. https://t.co/pKhL6oq0nF"
2022-06-28 02:40:46+00:00,jokowi,"Pertemuan bilateral dengan Perdana Menteri Kanada Justin Trudeau di sela-sela KTT G7.

Tahun ini kita memperingati 70 tahun hubungan diplomatik Indonesia-Kanada. Kedua negara harus terus mendorong spirit kerja sama, kolaborasi dan multilaterisme menghadapi tantangan global. https://t.co/1MFnTOjzoR"
2022-06-28 02:10:14+00:00,jokowi,"Bertemu dengan Perdana Menteri Inggris Boris Johnson di sela-sela KTT G7. 

Roadmap kerja sama bilateral sudah ada, yang lebih memudahkan untuk memperkuat hubungan kedua negara. Kami juga sepakat untuk memperkuat kerja sama di bidang energi baru terbarukan dan ketahanan pangan. https://t.co/h8hx6iHDF6"
2022-06-28 01:02:33+00:00,jokowi,"Pertemuan bilateral dengan Perdana Menteri India Narendra Modi di sela-sela KTT G7.

Kami membahas upaya penguatan kerja sama di bidang pangan serta bersama-sama menyerukan penyelesaian damai terkait situasi di Ukraina. https://t.co/MctxxRJFk6"
2022-06-28 00:59:01+00:00,jokowi,"Pertemuan bilateral dengan Presiden Prancis Emmanuel Macron di sela-sela KTT G7. 

Saya menyampaikan apresiasi atas upaya Presiden Macron mewujudkan perdamaian di Ukraina. Kami juga membahas upaya penguatan bilateral di bidang ekonomi, pertahanan dan industri strategis. https://t.co/KqpS91lhI6"
2022-06-28 00:45:22+00:00,jokowi,"Di sela-sela KTT G7 di Elmau, Jerman, saya menggelar pertemuan bilateral dengan Kanselir Jerman Olaf Scholz. Kami membahas penguatan kerja sama ekonomi kedua negara, serta dukungan Jerman terhadap Presidensi Indonesia di G20. https://t.co/vAoUhjRtTr"
2022-06-27 13:40:00+00:00,jokowi,"Indonesia membutuhkan setidaknya 25-30 miliar USD untuk transisi energi 8 tahun ke depan. 

Transisi ini bisa kita optimalkan sebagai motor pertumbuhan ekonomi, membuka peluang bisnis, dan membuka lapangan kerja baru."
2022-06-27 13:40:00+00:00,jokowi,"Sesi working lunch KTT G7 hari ini mengambil topik perubahan iklim, energi, dan kesehatan. 

Saya hadir dan menyampaikan ajakan kepada negara-negara G7 untuk berkontribusi memanfaatkan peluang investasi di sektor energi bersih di Indonesia. https://t.co/RM1SYWG5aD"
2022-06-27 13:35:25+00:00,jokowi,"Indonesia hadir sebagai negara mitra G7 sekaligus Presidensi G20, bersama pemimpin negara mitra G7 lainnya yaitu Presiden Argentina Alberto Fernández, PM India Narendra Modi, Presiden Senegal Macky Sall, dan Presiden Afrika Selatan Cyril Ramaphosa."
2022-06-27 13:35:24+00:00,jokowi,"Tiba di lokasi KTT G7 di Schloss Elmau, Jerman, setelah menempuh 30 menit penerbangan, kami disambut oleh Kanselir Jerman Olaf Scholz.

KTT G7 merupakan pertemuan tahunan negara G7 yang beranggotakan Amerika Serikat, Inggris, Italia, Jepang, Jerman, Kanada, dan Perancis. https://t.co/AAcy4f7S9N"
2022-06-27 10:17:10+00:00,jokowi,"KTT G7 ke-48 digelar di Schloss Elmau, Pegunungan Alpen Bavaria, Jerman mulai hari ini, Senin 27 Juni 2022.

Saya menuju lokasi KTT ini dengan helikopter militer dalam penerbangan selama kurang lebih 30 menit. Di pesawat yang sama, juga ada Perdana Menteri India Narendra Modi. https://t.co/Q4F2hRzmdF"
2022-06-27 01:12:15+00:00,jokowi,"Tiba di hotel di Munich, disambut dengan sebuket kembang dan kemeriahan masyarakat Indonesia di Jerman yang sudah berkumpul seraya membentangkan bendera merah putih. Terima kasih atas sambutan yang ramah dan menyenangkan ini. https://t.co/yRi9X7YxIL"
2022-06-27 01:10:54+00:00,jokowi,"Cuaca musim panas yang cerah menyambut kedatangan kami di Munich, Jerman, hari Minggu pukul 18.40 Waktu Setempat. Kami disambut Menteri Urusan Eropa dan Internasional, Negara Bagian Bavaria Melanie Huml, juga sebaris pasukan berpakaian adat Bavaria. https://t.co/jk9EUcVtxJ"
2022-06-26 05:37:22+00:00,jokowi,"Setelah itu, saya ke Persatuan Emirat Arab untuk melanjutkan kembali pembahasan kerja sama ekonomi dan investasi antara kedua negara. 

Mohon doa dari rakyat di seluruh Tanah Air untuk lancarnya perjalanan ini. https://t.co/GP0Vq8CGs7"
2022-06-26 05:37:21+00:00,jokowi,"Dari Jerman, saya memulai misi perdamaian ke Ukraina dan Rusia. Saya akan mengunjungi Ukraina, bertemu Presiden Zelenskyy, lalu ke Rusia menemui Presiden Vladimir Putin. Di dua negara itu, saya mengusung misi: mengajak kedua pemimpin untuk membuka dialog dan menghentikan perang. https://t.co/cDlOUFwWXh"
2022-06-26 05:37:20+00:00,jokowi,"Hari ini, saya dan rombongan terbatas, memulai perjalanan kunjungan ke beberapa negara.

Pertama-tama, saya ke Munich, Jerman, untuk menghadiri Konferensi Tingkat Tinggi (KTT) G7.  Di acara ini, Indonesia hadir sebagai negara mitra G7, sekaligus sebagai pemegang presidensi G20. https://t.co/6TVxTmnjd2"
2022-06-23 09:16:31+00:00,jokowi,"Jalan tol Balikpapan-Samarinda dan Jembatan Pulau Balang sudah selesai. Bendungan Sepaku Semoi sudah 56%. Bulan Juli nanti, pemerintah mulai membangun jalan utama dari jalan tol ke IKN.

Pembangunan infrastruktur di kawasan Ibu Kota Negara sudah dimulai.

https://t.co/G10QXs78Y5"
2022-06-23 06:46:43+00:00,jokowi,"Laporan Hasil Pemeriksaan atas Laporan Keuangan Pemerintah Pusat tahun 2021 mendapatkan predikat wajar tanpa pengecualian (WTP) dari BPK. 

Predikat tersebut bukanlah tujuan akhir. Tujuannya adalah penggunaan uang rakyat yang sebaik-baiknya, transparan dan akuntabel. https://t.co/mRhqSjOl6e"
